Year;Month;Day;Lat;Lon;Depth;Mag
2018;9;18;40,12;71,83;5;1,8
2018;9;18;40,77;69,72;5;2,5
2018;9;18;40,11;71,78;8;2,1
2018;9;18;39,77;72,86;9;2,5
2018;9;18;40,22;72,69;15;2,4
2018;9;18;40,64;72,33;5;2,7
2018;9;18;39,72;72,91;13;2,4
2018;9;18;39,83;72,51;7;2,4
2018;9;18;39,62;71,28;10;2,9
2018;9;18;40,68;72,28;6;2,5
2018;9;18;40,12;71,69;5;2,0
2018;9;19;39,98;71,04;6;2,3
2018;9;19;39,68;72,50;15;2,8
2018;9;19;40,25;72,07;10;2,4
2018;9;19;41,53;64,51;5;2,6
2018;9;19;39,50;71,75;5;2,1
2018;9;19;40,22;72,49;15;2,2
2018;9;19;40,25;72,98;5;2,1
2018;9;20;40,88;72,36;17;2,8
2018;9;20;39,84;71,98;7;2,6
2018;9;20;41,31;70,25;11;2,5
2018;9;20;40,00;71,58;14;2,1
2018;9;20;41,31;64,47;5;2,3
2018;9;21;40,16;71,69;11;2,3
2018;9;21;39,70;71,07;5;2,3
2018;9;21;40,88;63,95;4;2,0
2018;9;21;41,84;69,64;10;2,8
2018;9;21;39,43;67,64;5;2,5
2018;9;21;40,20;70,14;5;2,4
2018;9;21;40,12;71,82;5;1,9
2018;9;21;40,07;71,68;5;2,2
2018;9;21;40,59;72,87;12;3,8
2018;9;21;40,12;71,79;5;2,2
2018;9;21;40,08;71,68;5;2,1
2018;9;22;40,13;71,87;5;2,3
2018;9;22;39,62;71,26;10;3,9
2018;9;22;39,59;71,26;4;2,1
2018;9;22;39,56;71,37;15;3,0
2018;9;22;39,53;66,97;5;2,5
2018;9;22;39,63;71,25;7;2,5
2018;9;22;39,59;71,37;10;2,1
2018;9;22;39,62;71,25;10;2,4
2018;9;22;40,09;71,57;10;1,8
2018;9;23;40,28;63,42;15;2,6
2018;9;23;39,75;67,99;3;3,9
2018;9;24;41,11;69,51;8;2,7
2018;9;24;41,39;69,66;5;2,5
2018;9;24;40,06;72,12;8;2,4
2018;9;24;40,12;71,81;6;1,8
2018;9;24;39,57;72,12;5;1,9
2018;9;25;40,37;72,49;12;2,3
2018;9;25;41,85;71,19;20;3,0
2018;9;26;39,55;71,51;4;2,5
2018;9;26;39,53;72,75;5;2,4
2018;9;26;39,77;67,99;11;2,6
2018;9;26;41,11;70,90;6;2,4
2018;9;26;39,80;72,41;5;1,9
2018;9;27;39,82;67,85;9;3,2
2018;9;27;39,64;71,37;10;2,7
2018;9;27;38,74;65,81;10;3,0
2018;9;27;41,23;64,48;5;2,4
2018;9;27;39,90;67,62;14;2,8
2018;9;27;40,25;72,03;5;2,2
2018;9;27;40,27;72,07;5;2,0
2018;9;27;39,72;71,83;4;2,4
2018;9;27;39,83;72,74;5;2,1
2018;9;27;40,07;72,49;3;2,2
2018;9;27;39,66;71,14;7;2,1
2018;9;28;40,22;71,99;15;2,6
2018;9;28;40,07;71,76;5;2,3
2018;9;28;40,84;68,94;25;2,9
2018;9;28;41,51;64,62;5;2,5
2018;9;28;38,80;68,46;24;3,2
2018;9;28;41,93;69,87;15;2,8
2018;9;28;41,30;72,91;17;2,8
2018;9;29;41,35;64,26;5;2,4
2018;9;29;40,16;65,46;11;4,2
2018;9;29;40,18;65,44;9;3,0
2018;9;29;41,99;63,97;5;2,9
2018;9;30;40,38;71,94;7;2,3
2018;9;30;39,20;67,01;5;2,7
2018;9;30;40,30;63,24;5;2,4
2018;10;1;39,58;71,26;5;2,0
2018;10;1;39,88;67,43;16;2,6
2018;10;1;40,00;71,47;11;2,5
2018;10;1;41,48;73,11;10;3,0
2018;10;1;39,98;71,43;6;2,1
2018;10;2;41,90;70,12;5;2,7
2018;10;2;39,74;72,41;3;2,3
2018;10;3;39,87;67,43;3;2,3
2018;10;3;39,68;71,62;5;2,0
2018;10;3;41,99;64,26;5;2,5
2018;10;3;40,24;71,71;5;2,3
2018;10;3;40,25;72,01;5;2,3
2018;10;3;38,41;66,17;15;3,8
2018;10;4;39,66;72,31;9;2,5
2018;10;4;40,41;72,51;15;2,6
2018;10;4;40,25;72,10;5;2,5
2018;10;4;40,24;71,94;5;2,3
2018;10;4;41,91;63,93;7;2,4
2018;10;4;40,84;72,96;12;3,9
2018;10;5;41,46;64,22;5;2,8
2018;10;5;40,13;70,26;10;2,0
2018;10;5;39,75;70,26;5;2,2
2018;10;5;40,00;71,51;5;1,9
2018;10;5;39,56;72,37;20;3,0
2018;10;6;40,75;73,10;5;2,6
2018;10;6;39,43;66,26;5;3,3
2018;10;6;40,00;72,00;3;2,5
2018;10;6;40,18;72,12;13;2,4
2018;10;6;40,23;70,58;10;2,2
2018;10;6;40,39;69,58;8;2,4
2018;10;7;40,43;72,60;8;2,8
2018;10;7;40,64;73,08;8;2,6
2018;10;7;40,18;71,89;3;1,8
2018;10;8;39,90;71,90;11;2,6
2018;10;9;40,43;72,97;5;2,1
2018;10;9;40,54;72,68;9;2,7
2018;10;10;41,50;64,64;5;2,6
2018;10;10;39,97;71,66;7;2,7
2018;10;11;41,28;64,64;5;2,3
2018;10;12;39,88;72,40;6;2,5
2018;10;12;39,84;71,04;8;2,4
2018;10;13;39,75;71,40;5;2,2
2018;10;13;39,71;71,71;15;2,7
2018;10;13;39,98;71,62;4;2,4
2018;10;13;41,11;69,83;5;2,4
2018;10;14;40,09;71,01;13;2,4
2018;10;14;39,57;72,47;3;2,4
2018;10;15;39,62;71,33;5;2,4
2018;10;15;40,32;72,56;3;2,6
2018;10;16;40,16;72,12;13;2,1
2018;10;16;40,16;72,04;12;2,2
2018;10;16;40,28;72,04;13;2,5
2018;10;17;41,06;72,58;14;2,9
2018;10;17;40,40;71,71;13;2,2
2018;10;17;40,68;72,57;16;2,5
2018;10;18;41,47;70,62;8;2,3
2018;10;18;40,47;71,47;11;2,1
2018;10;19;39,87;72,44;5;2,6
2018;10;19;41,50;64,65;5;2,4
2018;10;20;41,41;71,53;15;2,0
2018;10;20;40,25;72,01;11;2,1
2018;10;20;39,36;67,67;5;2,5
2018;10;22;40,68;72,58;10;3,0
2018;10;22;39,65;71,71;8;2,4
2018;10;23;40,08;71,43;13;2,5
2018;10;23;39,91;72,44;5;2,4
2018;10;24;40,25;71,98;5;2,3
2018;10;24;41,84;70,37;15;2,4
2018;10;25;39,71;72,44;4;2,5
2018;10;25;39,66;72,43;15;2,8
2018;10;25;40,43;63,38;5;2,5
2018;10;25;40,12;72,01;14;2,1
2018;10;25;39,86;67,83;4;2,3
2018;10;26;38,45;67,89;13;2,8
2018;10;26;40,25;71,69;5;2,2
2018;10;26;40,88;72,82;15;2,8
2018;10;26;41,17;72,21;16;2,8
2018;10;27;40,24;71,69;5;2,4
2018;10;27;41,00;72,51;21;2,9
2018;10;27;42,22;70,19;5;2,8
2018;10;27;39,64;71,30;11;2,3
2018;10;28;41,81;68,81;14;2,8
2018;10;28;39,81;72,51;10;2,3
2018;10;28;41,03;71,83;9;2,4
2018;10;28;39,84;72,46;5;2,2
2018;10;29;39,61;72,26;3;2,2
2018;10;29;40,45;63,62;11;3,2
2018;10;29;39,84;71,98;11;1,9
2018;10;30;39,30;67,61;5;2,6
2018;10;30;40,02;71,76;5;2,4
2018;10;31;40,30;72,28;5;1,7
2018;10;31;40,41;63,52;5;2,9
2018;10;31;41,52;64,57;5;2,6
2018;10;31;41,51;64,61;5;2,5
2018;10;31;40,16;71,74;5;1,5
2018;10;31;39,99;71,67;9;2,4
2018;10;31;39,84;71,98;13;2,4
2018;11;1;39,78;67,19;15;2,2
2018;11;1;39,18;67,83;13;2,7
2018;11;1;40,39;63,31;5;2,6
2018;11;1;41,64;69,86;11;2,4
2018;11;1;40,12;68,24;5;3,0
2018;11;2;40,02;65,33;5;2,4
2018;11;2;41,40;64,55;5;2,6
2018;11;2;38,43;66,44;11;3,5
2018;11;4;39,12;68,35;10;3,3
2018;11;5;40,27;72,06;4;2,4
2018;11;5;41,34;64,26;6;2,2
2018;11;5;39,75;72,43;4;2,3
2018;11;6;39,66;67,05;14;2,6
2018;11;7;39,21;67,72;5;2,7
2018;11;7;40,78;73,12;10;3,0
2018;11;7;41,51;64,58;5;2,3
2018;11;7;42,14;64,67;6;2,3
2018;11;7;39,80;72,72;5;2,4
2018;11;7;40,00;71,42;11;1,8
2018;11;7;39,58;71,22;9;1,7
2018;11;8;40,21;72,12;3;1,8
2018;11;8;41,28;64,46;8;2,5
2018;11;9;38,80;66,93;5;3,0
2018;11;9;39,21;67,71;3;2,6
2018;11;9;39,77;72,47;15;2,5
2018;11;10;42,06;64,08;8;2,6
2018;11;10;39,54;71,42;8;2,0
2018;11;10;39,93;71,76;13;2,5
2018;11;10;40,12;71,68;16;2,5
2018;11;11;39,77;72,83;5;2,3
2018;11;11;37,95;67,76;20;2,5
2018;11;12;40,21;71,97;13;2,2
2018;11;12;40,14;72,39;6;2,3
2018;11;12;40,64;72,33;8;2,6
2018;11;13;39,24;67,73;6;2,8
2018;11;13;38,18;67,24;11;3,0
2018;11;13;39,78;67,93;17;3,6
2018;11;14;40,38;72,76;5;2,6
2018;11;14;41,49;64,65;5;2,5
2018;11;14;40,98;71,99;11;2,8
2018;11;15;40,62;70,32;5;2,3
2018;11;15;40,65;72,31;10;2,9
2018;11;15;40,68;72,36;5;2,4
2018;11;15;41,29;64,53;5;2,4
2018;11;15;40,36;72,96;6;3,4
2018;11;15;39,59;71,32;20;3,2
2018;11;15;40,18;72,54;8;2,0
2018;11;16;39,78;72,48;14;2,8
2018;11;16;39,66;67,97;9;2,6
2018;11;17;41,49;70,30;10;2,1
2018;11;17;39,55;67,35;10;3,4
2018;11;17;40,83;71,74;19;2,8
2018;11;18;40,29;71,61;5;2,5
2018;11;18;39,68;71,24;7;2,3
2018;11;20;39,73;71,23;6;2,5
2018;11;20;40,25;71,94;5;2,1
2018;11;20;40,20;70,04;15;3,3
2018;11;20;41,37;72,96;12;2,9
2018;11;20;40,30;72,17;5;2,0
2018;11;21;39,59;67,92;14;2,8
2018;11;21;40,34;72,28;5;2,3
2018;11;21;39,30;67,72;5;2,8
2018;11;21;40,33;73,23;13;2,3
2018;11;22;39,99;71,36;11;3,6
2018;11;22;41,31;64,50;5;2,6
2018;11;22;39,33;67,69;5;2,7
2018;11;22;39,66;67,94;5;2,1
2018;11;23;40,14;71,40;10;2,7
2018;11;23;41,66;64,60;5;2,5
2018;11;23;39,59;71,26;10;2,6
2018;11;24;40,34;63,31;5;3,1
2018;11;24;39,04;68,39;10;3,4
2018;11;24;39,88;72,23;5;2,6
2018;11;25;39,56;72,01;4;2,6
2018;11;26;39,78;71,01;5;2,6
2018;11;26;40,36;72,11;5;2,3
2018;11;26;39,32;67,64;5;2,4
2018;11;26;40,25;72,10;5;2,4
2018;11;26;39,86;72,23;5;2,6
2018;11;26;39,71;71,24;7;2,1
2018;11;27;39,57;66,28;17;2,4
2018;11;27;40,09;70,57;4;2,5
2018;11;27;40,45;70,11;15;2,6
2018;11;28;40,25;71,93;5;2,4
2018;11;28;39,29;67,72;4;2,6
2018;11;28;41,53;64,64;5;2,6
2018;11;29;41,29;64,53;6;2,4
2018;11;29;41,18;70,32;13;2,2
2018;11;30;40,18;71,35;11;2,6
2018;11;30;40,25;72,06;11;2,5
2018;11;30;39,86;67,48;7;2,8
2018;11;30;40,09;71,83;11;2,1
2018;11;30;41,76;64,31;5;2,5
2018;11;30;41,36;68,93;13;3,0
2018;12;3;39,95;71,42;12;2,0
2018;12;3;40,46;72,25;21;2,6
2018;12;3;39,93;70,65;5;2,5
2018;12;3;40,09;71,92;5;2,4
2018;12;4;39,68;72,28;10;2,0
2018;12;5;40,16;70,62;13;2,3
2018;12;5;40,31;72,97;6;2,7
2018;12;5;39,88;70,73;4;2,2
2018;12;5;39,21;67,87;3;2,7
2018;12;5;41,50;64,62;5;2,3
2018;12;5;39,74;72,87;13;2,4
2018;12;5;39,58;70,90;8;2,2
2018;12;6;40,75;71,16;14;2,8
2018;12;7;40,18;71,83;5;2,2
2018;12;7;40,41;72,01;15;2,0
2018;12;7;39,86;72,22;15;2,2
2018;12;7;39,82;71,56;14;2,2
2018;12;7;39,91;71,12;15;2,1
2018;12;8;39,63;71,69;5;2,2
2018;12;8;41,23;71,89;10;2,4
2018;12;8;40,39;63,55;5;2,4
2018;12;9;40,09;64,91;5;2,5
2018;12;9;40,15;73,78;21;2,8
2018;12;10;40,34;63,13;15;4,5
2018;12;10;39,32;67,71;5;2,8
2018;12;11;40,05;72,50;3;2,0
2018;12;11;40,37;63,33;5;2,5
2018;12;11;40,24;71,99;9;2,5
2018;12;11;40,04;72,10;13;2,4
2018;12;11;39,78;72,26;5;2,6
2018;12;12;40,61;71,79;12;2,5
2018;12;12;39,57;66,87;5;2,5
2018;12;12;40,05;71,75;7;2,2
2018;12;13;40,27;72,07;10;2,4
2018;12;13;39,70;71,80;5;2,1
2018;12;14;40,93;72,85;3;2,7
2018;12;15;40,00;71,35;15;2,4
2018;12;15;39,78;65,39;3;2,7
2018;12;16;41,26;71,71;10;3,1
2018;12;16;39,88;69,86;7;3,8
2018;12;17;40,05;71,47;9;2,3
2018;12;18;39,28;67,69;12;2,7
2018;12;19;39,57;67,76;14;2,7
2018;12;19;40,25;71,97;4;2,5
2018;12;19;40,74;72,91;6;2,7
2018;12;19;41,36;71,93;10;3,0
2018;12;19;40,25;72,11;15;2,1
2018;12;19;39,91;70,62;6;2,0
2018;12;20;39,88;71,86;11;2,5
2018;12;20;40,25;72,07;11;2,6
2018;12;21;39,96;71,33;6;2,1
2018;12;21;40,16;71,47;12;2,2
2018;12;21;39,99;72,31;11;2,7
2018;12;21;40,28;71,72;12;2,0
2018;12;22;40,20;72,11;5;2,2
2018;12;22;40,29;71,69;11;2,3
2018;12;22;41,07;64,28;5;2,4
2018;12;22;40,13;71,49;15;2,3
2018;12;22;40,83;71,44;15;2,4
2018;12;23;39,98;72,10;13;2,8
2018;12;23;39,57;72,03;5;2,6
2018;12;23;40,40;63,50;4;2,5
2018;12;24;40,39;63,55;5;2,2
2018;12;24;40,05;70,62;7;2,2
2018;12;24;39,41;66,74;18;2,7
2018;12;24;39,75;67,19;15;2,3
2018;12;25;40,43;72,21;11;2,3
2018;12;25;40,24;71,99;6;2,5
2018;12;26;39,43;67,29;6;2,7
2018;12;26;40,13;70,76;14;2,5
2018;12;27;42,01;64,12;5;2,4
2018;12;28;40,27;72,12;15;2,4
2018;12;28;39,83;67,54;16;2,7
2018;12;28;39,86;67,51;4;3,5
2018;12;28;39,63;71,67;5;2,0
2018;12;28;39,66;64,81;5;2,4
2018;12;29;40,25;72,00;8;2,2
2018;12;29;40,46;72,69;16;2,7
2018;12;29;40,08;70,51;12;2,2
2018;12;30;40,18;71,94;14;2,2
2018;12;30;38,66;68,51;13;2,9
2018;12;30;40,09;71,94;8;2,7
2018;12;30;40,16;70,57;7;2,0
2018;12;31;41,28;64,19;7;2,4
2018;12;31;39,31;67,72;5;2,8
2019;1;1;40,20;73,14;8;2,7
2019;1;1;42,16;64,30;9;2,4
2019;1;1;39,68;71,28;3;2,6
2019;1;2;39,36;67,71;5;2,9
2019;1;2;39,75;68,01;13;2,7
2019;1;2;39,66;68,06;4;2,4
2019;1;3;39,73;71,69;15;2,1
2019;1;3;39,77;72,39;5;2,9
2019;1;3;41,15;69,18;5;2,4
2019;1;4;39,96;71,79;8;2,3
2019;1;4;39,57;71,87;13;2,1
2019;1;6;41,56;70,18;15;2,4
2019;1;6;39,81;73,15;15;2,4
2019;1;7;39,66;71,51;5;2,1
2019;1;8;40,31;72,94;23;2,5
2019;1;8;40,00;72,48;11;2,3
2019;1;8;40,91;69,99;15;2,5
2019;1;8;39,84;72,16;15;2,3
2019;1;8;40,34;71,44;18;3,5
2019;1;9;39,77;72,37;7;2,1
2019;1;9;39,72;70,75;5;2,2
2019;1;9;39,50;72,69;3;2,4
2019;1;9;39,93;70,48;10;2,4
2019;1;9;39,83;72,37;3;2,2
2019;1;10;38,66;68,03;14;2,4
2019;1;10;39,50;71,37;3;2,4
2019;1;10;39,87;70,66;5;2,1
2019;1;11;40,65;73,35;10;3,5
2019;1;11;40,68;73,12;6;3,6
2019;1;11;39,99;71,51;9;2,0
2019;1;11;41,03;71,35;14;2,7
2019;1;11;39,99;71,54;12;2,1
2019;1;11;41,02;72,55;15;2,5
2019;1;12;41,27;64,61;5;2,5
2019;1;12;39,31;67,69;5;2,5
2019;1;13;39,74;70,08;5;2,8
2019;1;13;40,36;63,11;6;2,8
2019;1;13;40,36;63,28;7;2,4
2019;1;14;40,07;70,99;10;2,3
2019;1;14;40,45;73,21;5;2,4
2019;1;14;39,59;71,62;5;2,6
2019;1;14;39,98;71,08;11;2,3
2019;1;14;39,61;67,98;4;2,8
2019;1;15;39,41;67,60;4;2,0
2019;1;15;40,98;71,23;20;2,7
2019;1;15;41,01;71,46;26;2,2
2019;1;15;40,07;67,40;16;2,8
2019;1;15;41,16;71,75;3;2,0
2019;1;15;38,54;66,04;25;2,5
2019;1;16;40,66;71,79;10;2,6
2019;1;16;39,34;68,08;5;2,7
2019;1;16;39,72;71,47;10;2,2
2019;1;16;39,25;67,49;5;2,7
2019;1;16;41,82;69,22;3;2,4
2019;1;17;40,25;71,99;12;2,3
2019;1;17;39,30;67,72;5;2,4
2019;1;17;40,16;72,33;5;2,0
2019;1;17;40,43;72,01;7;2,2
2019;1;17;40,28;71,65;11;2,2
2019;1;17;42,27;70,60;15;3,0
2019;1;20;38,90;68,12;19;3,1
2019;1;20;39,68;67,57;14;2,7
2019;1;20;40,49;71,93;13;2,3
2019;1;20;39,52;67,01;13;3,0
2019;1;21;40,72;73,41;21;3,5
2019;1;21;40,84;71,19;15;2,0
2019;1;21;39,87;70,60;4;2,1
2019;1;22;41,20;69,14;8;2,7
2019;1;22;39,32;67,69;5;2,5
2019;1;22;39,91;70,53;12;3,7
2019;1;22;40,18;71,33;13;2,2
2019;1;22;39,75;67,41;4;2,5
2019;1;23;39,70;71,39;10;2,1
2019;1;23;39,58;71,08;6;1,9
2019;1;23;41,31;69,07;5;2,8
2019;1;24;40,27;72,01;14;2,3
2019;1;24;41,32;64,60;6;2,7
2019;1;25;39,86;67,65;12;3,1
2019;1;25;40,14;72,21;5;2,0
2019;1;25;39,63;71,53;4;2,7
2019;1;25;41,76;64,75;5;2,7
2019;1;25;40,05;71,23;12;2,3
2019;1;25;40,62;66,87;15;2,1
2019;1;26;41,01;71,94;12;2,8
2019;1;26;41,25;71,87;15;2,1
2019;1;26;41,70;70,18;15;3,2
2019;1;26;40,66;72,46;5;1,9
2019;1;26;40,59;64,11;6;2,9
2019;1;26;39,97;70,68;12;2,8
2019;1;27;39,63;73,19;15;2,6
2019;1;28;39,21;67,85;17;2,9
2019;1;29;40,16;71,67;11;3,2
2019;1;29;39,75;69,72;30;4,0
2019;1;29;39,70;69,80;21;3,8
2019;1;29;40,32;71,16;21;4,0
2019;1;29;40,24;71,94;5;2,5
2019;1;29;39,78;71,49;11;2,2
2019;1;29;39,57;67,75;11;2,0
2019;1;30;39,50;67,33;5;2,1
2019;1;30;40,62;72,17;5;2,4
2019;1;30;40,24;71,99;5;2,3
2019;1;30;39,28;67,76;6;2,5
2019;1;30;40,09;71,21;11;2,9
2019;1;30;39,29;67,75;8;2,6
2019;1;30;39,39;66,51;11;2,0
2019;1;30;39,66;71,62;3;2,4
2019;1;31;40,36;72,07;8;2,4
2019;1;31;41,27;64,60;7;2,4
2019;1;31;40,02;71,87;5;2,7
2019;2;1;41,03;72,62;12;2,3
2019;2;1;40,36;63,56;3;2,6
2019;2;1;40,34;72,85;5;2,6
2019;2;2;38,38;66,39;9;2,3
2019;2;2;40,40;71,87;3;2,2
2019;2;2;39,55;71,56;5;2,0
2019;2;3;40,14;71,23;17;2,6
2019;2;3;40,30;73,16;5;2,5
2019;2;4;38,70;66,74;8;2,4
2019;2;4;40,25;72,10;7;2,6
2019;2;4;40,34;63,34;5;2,4
2019;2;4;39,86;71,69;13;2,0
2019;2;4;39,64;71,12;3;2,2
2019;2;5;40,33;63,30;5;2,5
2019;2;5;40,20;72,46;10;2,3
2019;2;5;39,93;71,31;18;2,8
2019;2;5;40,34;63,42;4;2,5
2019;2;5;39,53;71,60;13;2,0
2019;2;5;40,09;71,37;19;2,2
2019;2;5;38,57;66,86;18;2,5
2019;2;6;40,28;63,21;5;2,4
2019;2;7;41,13;72,72;19;2,6
2019;2;7;41,28;64,55;3;2,0
2019;2;7;40,33;63,32;5;2,1
2019;2;7;40,23;65,40;5;2,8
2019;2;8;39,28;67,73;5;2,7
2019;2;8;39,32;67,72;5;2,5
2019;2;8;39,72;73,44;25;3,3
2019;2;8;39,68;71,79;5;2,5
2019;2;9;39,86;71,25;5;2,0
2019;2;9;39,63;67,80;5;2,6
2019;2;9;41,21;70,14;15;2,3
2019;2;9;39,98;71,55;15;2,0
2019;2;9;38,47;66,35;13;2,0
2019;2;10;40,40;66,97;11;2,1
2019;2;10;38,50;67,79;5;2,2
2019;2;11;39,77;67,94;10;3,1
2019;2;11;40,54;72,50;5;2,4
2019;2;11;39,53;71,51;4;2,1
2019;2;12;40,48;63,29;5;2,1
2019;2;13;39,98;71,47;9;2,0
2019;2;14;40,34;73,19;5;3,9
2019;2;14;39,91;73,12;8;2,0
2019;2;14;41,29;64,51;3;2,2
2019;2;15;41,26;64,25;3;2,0
2019;2;15;40,27;73,08;4;2,3
2019;2;16;40,25;73,08;5;2,6
2019;2;16;39,77;73,22;5;2,0
2019;2;16;39,56;72,03;4;2,0
2019;2;17;40,34;63,08;14;3,7
2019;2;17;41,71;73,03;13;3,8
2019;2;17;40,32;72,01;10;2,5
2019;2;17;39,38;67,26;13;2,0
2019;2;17;39,25;67,00;12;2,1
2019;2;18;39,58;71,99;3;2,0
2019;2;18;40,59;66,87;8;2,6
2019;2;19;39,61;71,57;13;2,2
2019;2;19;41,26;64,14;6;2,0
2019;2;20;40,45;72,18;12;2,0
2019;2;20;40,34;63,17;5;2,2
2019;2;21;40,37;63,32;4;2,6
2019;2;21;40,14;71,87;15;2,2
2019;2;21;39,74;71,51;12;2,8
2019;2;21;39,96;71,30;5;2,2
2019;2;21;39,83;72,76;15;2,4
2019;2;22;40,43;72,12;15;2,0
2019;2;23;39,84;71,85;14;2,0
2019;2;23;40,34;63,58;4;2,8
2019;2;23;39,86;72,04;13;2,0
2019;2;24;40,13;71,58;22;2,7
2019;2;24;41,01;71,83;13;2,6
2019;2;25;41,25;68,87;19;3,5
2019;2;25;40,53;70,62;15;2,2
2019;2;26;39,83;68,48;5;2,2
2019;2;26;40,18;72,49;8;2,3
2019;2;26;41,25;70,47;5;2,2
2019;2;26;39,22;68,00;5;2,3
2019;2;26;40,50;69,67;5;2,4
2019;2;26;39,56;71,91;14;3,0
2019;2;27;39,50;73,22;30;3,9
2019;2;28;40,68;69,71;12;2,4
2019;2;28;40,57;69,82;15;2,2
2019;2;28;40,46;72,54;5;2,6
2019;2;28;40,50;72,58;15;2,7
2019;2;28;40,55;69,83;13;2,8
2019;2;28;40,29;63,26;5;2,6
2019;2;28;40,04;71,72;9;2,0
2019;2;28;39,52;72,67;10;2,1
2019;2;28;40,39;72,61;15;2,5
2019;2;28;40,37;72,58;4;2,0
2019;3;1;39,91;70,96;5;2,0
2019;3;1;39,91;70,90;15;2,1
2019;3;1;39,59;71,67;6;2,0
2019;3;2;38,91;67,15;13;2,3
2019;3;3;38,14;67,30;12;2,6
2019;3;3;39,77;67,62;5;2,0
2019;3;5;39,63;71,28;11;2,6
2019;3;5;39,24;67,73;6;2,6
2019;3;5;39,29;67,71;8;2,8
2019;3;5;40,56;69,43;15;2,0
2019;3;5;40,58;72,39;5;2,3
2019;3;6;40,11;73,26;8;2,0
2019;3;6;39,54;72,44;5;2,0
2019;3;6;40,50;72,62;15;2,6
2019;3;6;39,54;72,16;15;2,0
2019;3;6;40,31;72,78;16;2,8
2019;3;6;40,06;70,32;5;2,2
2019;3;7;40,40;73,19;11;2,7
2019;3;7;39,93;70,58;13;2,7
2019;3;7;41,95;70,55;3;2,0
2019;3;8;41,97;70,58;4;2,1
2019;3;8;40,39;72,36;5;2,4
2019;3;8;39,16;67,74;7;2,7
2019;3;8;39,61;71,83;4;2,1
2019;3;8;39,74;67,76;10;2,3
2019;3;8;40,00;72,41;11;2,5
2019;3;8;40,28;73,35;8;2,2
2019;3;8;40,32;73,33;13;2,6
2019;3;9;40,00;73,19;3;2,3
2019;3;9;40,15;71,76;21;2,3
2019;3;9;40,34;72,06;4;2,0
2019;3;9;40,27;73,29;10;2,4
2019;3;10;40,66;72,53;14;2,4
2019;3;10;40,40;72,01;22;3,0
2019;3;10;39,82;72,82;10;2,3
2019;3;10;40,23;73,26;5;2,4
2019;3;11;39,91;71,82;10;2,0
2019;3;11;39,66;72,94;5;2,0
2019;3;11;40,23;73,21;15;2,1
2019;3;11;38,53;66,18;17;2,0
2019;3;11;38,52;66,26;7;2,2
2019;3;11;39,52;73,44;7;2,3
2019;3;12;39,62;71,79;11;2,6
2019;3;12;40,11;71,15;56;2,0
2019;3;13;41,35;69,06;10;2,8
2019;3;13;39,34;67,73;5;2,5
2019;3;13;41,42;68,97;12;4,6
2019;3;13;41,34;69,03;10;2,3
2019;3;13;41,36;69,01;7;2,3
2019;3;13;41,42;69,00;7;2,6
2019;3;13;41,38;69,05;12;2,8
2019;3;14;41,36;69,12;5;2,1
2019;3;15;39,75;67,43;5;2,1
2019;3;15;40,02;67,80;5;2,4
2019;3;15;41,41;69,01;8;2,6
2019;3;15;37,98;67,42;6;2,5
2019;3;16;41,41;69,07;5;2,5
2019;3;16;40,55;72,21;18;2,6
2019;3;16;40,37;71,97;16;2,1
2019;3;16;41,09;70,12;4;2,3
2019;3;16;40,07;71,69;5;3,0
2019;3;17;39,09;67,26;3;2,4
2019;3;17;40,46;72,62;5;2,7
2019;3;17;41,42;69,01;5;2,1
2019;3;18;41,36;68,94;5;2,6
2019;3;19;41,32;69,00;4;2,2
2019;3;19;41,04;69,93;5;2,6
2019;3;19;41,00;69,19;15;2,3
2019;3;19;41,74;69,86;5;2,0
2019;3;19;39,37;67,72;5;2,6
2019;3;20;39,83;71,82;13;2,6
2019;3;20;39,40;67,76;5;2,7
2019;3;21;39,56;67,69;10;2,2
2019;3;21;39,66;67,90;12;2,7
2019;3;21;41,39;69,01;10;2,7
2019;3;21;39,09;67,69;15;2,6
2019;3;22;40,54;72,26;15;2,4
2019;3;22;40,13;72,33;10;2,3
2019;3;22;39,59;72,98;10;2,3
2019;3;23;41,03;69,97;21;2,7
2019;3;23;39,84;72,83;5;2,7
2019;3;23;41,38;69,04;6;2,2
2019;3;24;39,80;69,73;6;3,3
2019;3;24;39,50;67,50;15;2,0
2019;3;24;40,64;73,05;23;2,6
2019;3;25;40,82;73,30;15;2,4
2019;3;26;40,23;72,17;15;2,5
2019;3;26;39,15;67,48;5;2,4
2019;3;27;39,18;67,79;7;2,8
2019;3;27;39,59;72,92;15;2,4
2019;3;27;39,47;68,31;5;2,8
2019;3;27;40,84;73,17;25;2,8
2019;3;28;40,39;73,28;8;2,5
2019;3;28;40,20;71,82;24;2,8
2019;3;28;39,91;67,08;11;2,6
2019;3;28;41,01;70,01;9;2,8
2019;3;28;41,30;71,33;25;2,7
2019;3;28;39,70;71,41;30;3,9
2019;3;28;40,75;70,76;16;2,8
2019;3;28;40,74;70,66;15;2,2
2019;3;29;37,11;66,43;13;2,7
2019;3;29;39,43;67,86;11;2,5
2019;3;29;40,55;66,85;5;2,8
2019;3;29;40,18;71,67;5;2,0
2019;3;29;38,96;67,23;4;2,3
2019;3;30;40,11;71,35;5;2,2
2019;3;30;39,68;65,33;6;2,8
2019;3;31;39,58;71,69;5;2,8
